"bucket","source_family","endpoint_family","endpoint_count","tns_ns","tns_share","worst_violation_ns","median_violation_ns","p90_violation_ns","p99_violation_ns"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/product_valid_q_reg_replica","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg","5","-0.083000000","0.001120199","0.019000000","0.017000000","0.019000000","0.019000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/product_valid_q_reg_replica","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep","2","-0.067000000","0.000904257","0.048000000","0.019000000","0.048000000","0.048000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/product_valid_q_reg_replica","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep_rep","2","-0.034000000","0.000458877","0.019000000","0.015000000","0.019000000","0.019000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/product_valid_q_reg_replica","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep_rep__0","1","-0.017000000","0.000229438","0.017000000","0.017000000","0.017000000","0.017000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/product_valid_q_reg_replica","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep_rep__1","1","-0.015000000","0.000202446","0.015000000","0.015000000","0.015000000","0.015000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/product_valid_q_reg_replica","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep_rep__2","2","-0.036000000","0.000485869","0.019000000","0.017000000","0.019000000","0.019000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/product_valid_q_reg_replica","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep_rep__3","3","-0.086000000","0.001160688","0.048000000","0.019000000","0.048000000","0.048000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/product_valid_q_reg_replica","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep_rep__4","3","-0.086000000","0.001160688","0.048000000","0.019000000","0.048000000","0.048000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/product_valid_q_reg_replica","u_dut/u_bounded_lfnst_engine/issue_group_q_reg","2","-0.023000000","0.000310416","0.012000000","0.011000000","0.012000000","0.012000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/reduce_l5_q_reg","u_dut/u_bounded_lfnst_engine/out_data_reg","4","-0.086000000","0.001160688","0.023000000","0.021000000","0.023000000","0.023000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_count_q_reg","u_dut/u_unified_p4_kernel/fifo_data_q_reg","6","-0.193000000","0.002604799","0.087000000","0.018000000","0.087000000","0.087000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_data_q_reg","u_dut/result_cmd_data_q_reg","1","-0.045000000","0.000607337","0.045000000","0.045000000","0.045000000","0.045000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_data_q_reg","u_dut/vwrite_cmd_data_q_reg","8","-0.529000000","0.007139579","0.107000000","0.070000000","0.107000000","0.107000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__0","u_dut/result_cmd_data_q_reg","2","-0.068000000","0.000917753","0.042000000","0.026000000","0.042000000","0.042000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__0","u_dut/vwrite_cmd_data_q_reg","2","-0.128000000","0.001727535","0.070000000","0.058000000","0.070000000","0.070000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__1","u_dut/vwrite_cmd_data_q_reg","2","-0.181000000","0.002442843","0.125000000","0.056000000","0.125000000","0.125000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__2","u_dut/result_cmd_data_q_reg","2","-0.075000000","0.001012228","0.057000000","0.018000000","0.057000000","0.057000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__2","u_dut/vwrite_cmd_data_q_reg","8","-0.505000000","0.006815667","0.121000000","0.061000000","0.121000000","0.121000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__3","u_dut/result_cmd_data_q_reg","2","-0.170000000","0.002294383","0.090000000","0.080000000","0.090000000","0.090000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__3","u_dut/vwrite_cmd_data_q_reg","8","-0.690000000","0.009312495","0.118000000","0.101000000","0.118000000","0.118000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__4","u_dut/vwrite_cmd_data_q_reg","4","-0.307000000","0.004143385","0.095000000","0.068000000","0.095000000","0.095000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__5","u_dut/vwrite_cmd_data_q_reg","4","-0.389000000","0.005250088","0.125000000","0.097000000","0.125000000","0.125000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__7","u_dut/vwrite_cmd_data_q_reg","2","-0.181000000","0.002442843","0.104000000","0.077000000","0.104000000","0.104000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep","u_dut/result_cmd_data_q_reg","3","-0.101000000","0.001363133","0.050000000","0.031000000","0.050000000","0.050000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep","u_dut/vwrite_cmd_data_q_reg","8","-0.698000000","0.009420466","0.103000000","0.088000000","0.103000000","0.103000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg","u_dut/vwrite_cmd_data_q_reg","2","-0.171000000","0.002307879","0.133000000","0.038000000","0.133000000","0.133000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/fifo_wr_ptr_q_reg","u_dut/u_unified_p4_kernel/fifo_data_q_reg","9","-0.132000000","0.001781521","0.022000000","0.018000000","0.022000000","0.022000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/ingress_data_q_reg","u_dut/u_unified_p4_kernel/input_mem_reg","201","-7.990000000","0.107835992","0.133000000","0.038000000","0.078000000","0.109000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/ingress_group_q_reg","u_dut/u_unified_p4_kernel/input_mem_reg","276","-9.695000000","0.130847302","0.113000000","0.027000000","0.080000000","0.113000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/ingress_slot_q_reg","u_dut/u_unified_p4_kernel/input_mem_reg","3","-0.006000000","0.000080978","0.002000000","0.002000000","0.002000000","0.002000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/ingress_valid_q_reg","u_dut/u_unified_p4_kernel/slot_state_q_reg","1","-0.039000000","0.000526358","0.039000000","0.039000000","0.039000000","0.039000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/issue_desc_active_size_q_reg","u_dut/u_unified_p4_kernel/s0_input_q_reg","16","-0.254000000","0.003428078","0.074000000","0.014000000","0.017000000","0.074000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_rep__0","u_dut/u_unified_p4_kernel/product_q_reg","1","-0.010000000","0.000134964","0.010000000","0.010000000","0.010000000","0.010000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_rep__10","u_dut/u_unified_p4_kernel/product_q_reg_i_5_psdsp","1","-0.041000000","0.000553351","0.041000000","0.041000000","0.041000000","0.041000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_rep__10","u_dut/u_unified_p4_kernel/product_q_reg_i_7_psdsp","1","-0.007000000","0.000094475","0.007000000","0.007000000","0.007000000","0.007000000"
"DUT_INTERNAL","u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_rep__10","u_dut/u_unified_p4_kernel/product_q_reg_i_8_psdsp","2","-0.080000000","0.001079710","0.046000000","0.034000000","0.046000000","0.046000000"
